Brand,Product,Shade,Price,Image,Undertone,Skin tone,undertone_norm,skintone_norm,price_numeric,image_exists,hex_in_name,rgb_extracted,hex_extracted,lab_L,lab_a,lab_b,color_source,mst_id,mst_label,mst_hex,mst_confidence,mst_delta_e,mst_score_image,mst_score_undertone,mst_score_skintone,mst_top3,mst_weight_mode
Jacquelle,Jacquelle Blur Effect Foundation,N2 Vanilla,179000,D:\Kuliah\Semester 8\Capstone\Images\Jacquelle\N2 Vanilla.jpg,Neutral,Medium,neutral,medium,179000,TRUE,,"(np.int64(225), np.int64(179), np.int64(130))",#E1B382,75.98466822,10.35067441,31.34987275,image,5,Medium,#d7bd96,41.5,10.88,53,10,44.7,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 41.5}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 24.9}, {""mst"": 6, ""label"": ""Medium Tan"", ""score_pct"": 9.3}]",full
Jacquelle,Jacquelle Blur Effect Foundation,O2 Sand,179000,D:\Kuliah\Semester 8\Capstone\Images\Jacquelle\O2 Sand.jpg,Neutral,Medium,neutral,medium,179000,TRUE,,"(np.int64(210), np.int64(181), np.int64(141))",#D2B58D,75.24829993,4.61259694,24.26483065,image,5,Medium,#d7bd96,46.1,3.1,63.2,10,44.7,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 46.1}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 24.4}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 6.9}]",full
Jacquelle,Jacquelle Blur Effect Foundation,W1 Golden,179000,D:\Kuliah\Semester 8\Capstone\Images\Jacquelle\W1 Golden.jpg,Warm,Medium,warm,medium,179000,TRUE,,"(np.int64(228), np.int64(175), np.int64(135))",#E4AF87,75.39295894,14.21422635,27.9667071,image,5,Medium,#d7bd96,38.5,12.04,45.1,13,44.7,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 38.5}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 24.8}, {""mst"": 6, ""label"": ""Medium Tan"", ""score_pct"": 12.4}]",full
Dazzle Me,Dazzle Me Cover Me Serum Foundation Spf35 Pa+++,C02 Light Pearl,70900,D:\Kuliah\Semester 8\Capstone\Images\Dazzle Me\C02 Light Pearl.jpg,Cool,Light,cool,light,70900,TRUE,,"(np.int64(240), np.int64(198), np.int64(163))",#F0C6A3,82.67917928,10.0106968,23.15430272,image,3,Light,#f7ead0,24.8,16.86,15.2,11.5,44.7,"[{""mst"": 3, ""label"": ""Light"", ""score_pct"": 24.8}, {""mst"": 2, ""label"": ""Fair"", ""score_pct"": 23.3}, {""mst"": 5, ""label"": ""Medium"", ""score_pct"": 17.7}]",full
Dazzle Me,Dazzle Me Cover Me Serum Foundation Spf35 Pa+++,C03 Cool Vanilla,70900,D:\Kuliah\Semester 8\Capstone\Images\Dazzle Me\C03 Cool Vanilla.jpg,Cool,Medium,cool,medium,70900,TRUE,,"(np.int64(251), np.int64(208), np.int64(174))",#FBD0AE,86.34533614,10.3469374,22.56633372,image,4,Light Medium,#eadaba,29.6,11.06,26.4,10.4,44.7,"[{""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 29.6}, {""mst"": 5, ""label"": ""Medium"", ""score_pct"": 29.3}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 12.7}]",full
Dazzle Me,Dazzle Me Cover Me Serum Foundation Spf35 Pa+++,N03 Nude Beige,70900,D:\Kuliah\Semester 8\Capstone\Images\Dazzle Me\N03 Nude Beige.jpg,Neutral,Medium,neutral,medium,70900,TRUE,,"(np.int64(231), np.int64(193), np.int64(147))",#E7C193,80.31331329,7.222840602,28.24151193,image,5,Medium,#d7bd96,41.9,6.77,53.9,10,44.7,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 41.9}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 26.9}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 8.4}]",full
Dazzle Me,Dazzle Me Cover Me Serum Foundation Spf35 Pa+++,N04 Medium Buff,70900,D:\Kuliah\Semester 8\Capstone\Images\Dazzle Me\N04 Medium Buff.jpg,Warm,Dark,warm,dark,70900,TRUE,,"(np.int64(227), np.int64(184), np.int64(142))",#E3B88E,77.6189881,9.823922555,27.20265838,image,5,Medium,#d7bd96,25.7,7.54,51.4,13,0,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 25.7}, {""mst"": 9, ""label"": ""Very Deep"", ""score_pct"": 14.2}, {""mst"": 8, ""label"": ""Deep"", ""score_pct"": 13.4}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,N10 Marble,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\C21 Pink Ivory.jpg,Neutral,Fair,neutral,fair,201000,TRUE,,"(np.int64(243), np.int64(187), np.int64(162))",#F3BBA2,80.29600785,16.81899087,20.45286089,image,1,Porcelain,#f6ede4,27.9,25.57,8.5,10,63,"[{""mst"": 1, ""label"": ""Porcelain"", ""score_pct"": 27.9}, {""mst"": 2, ""label"": ""Fair"", ""score_pct"": 18.9}, {""mst"": 5, ""label"": ""Medium"", ""score_pct"": 18.6}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,W12 Warm Marble,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\W12 Warm Marble.jpg,Warm,Fair,warm,fair,201000,TRUE,,"(np.int64(239), np.int64(213), np.int64(178))",#EFD5B2,86.58107252,3.771050505,20.62943024,image,1,Porcelain,#f6ede4,26.7,17.15,7,7.6,63,"[{""mst"": 1, ""label"": ""Porcelain"", ""score_pct"": 26.7}, {""mst"": 2, ""label"": ""Fair"", ""score_pct"": 17.7}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 17.0}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,W21 Coral Ivory,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\W21 Coral Ivory.jpg,Warm,Light,warm,light,201000,TRUE,,"(np.int64(236), np.int64(197), np.int64(165))",#ECC5A5,82.10085285,9.263235737,21.2421169,image,3,Light,#f7ead0,23.3,15.87,12.8,9.8,44.7,"[{""mst"": 3, ""label"": ""Light"", ""score_pct"": 23.3}, {""mst"": 5, ""label"": ""Medium"", ""score_pct"": 22.7}, {""mst"": 2, ""label"": ""Fair"", ""score_pct"": 21.1}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,W22 Warm Ivory,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\W22 Warm Ivory.jpg,Warm,Light,warm,light,201000,TRUE,,"(np.int64(234), np.int64(193), np.int64(146))",#EAC192,80.57756541,8.280802394,29.17022377,image,5,Medium,#d7bd96,25,8.16,49.7,13,0,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 25.0}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 22.3}, {""mst"": 2, ""label"": ""Fair"", ""score_pct"": 20.0}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,N20 Ivory,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\N20 Ivory.jpg,Neutral,Light,neutral,light,201000,TRUE,,"(np.int64(233), np.int64(187), np.int64(159))",#E9BB9F,79.25403573,12.62479594,20.46425318,image,3,Light,#f7ead0,23.1,19.61,12.2,10,44.7,"[{""mst"": 3, ""label"": ""Light"", ""score_pct"": 23.1}, {""mst"": 2, ""label"": ""Fair"", ""score_pct"": 22.1}, {""mst"": 5, ""label"": ""Medium"", ""score_pct"": 21.1}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,C21 Pink Ivory,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\C21 Pink Ivory.jpg,Cool,Light,cool,light,201000,TRUE,,"(np.int64(243), np.int64(187), np.int64(162))",#F3BBA2,80.29600785,16.81899087,20.45286089,image,3,Light,#f7ead0,24.3,21.87,14.2,11.5,44.7,"[{""mst"": 3, ""label"": ""Light"", ""score_pct"": 24.3}, {""mst"": 2, ""label"": ""Fair"", ""score_pct"": 24.2}, {""mst"": 5, ""label"": ""Medium"", ""score_pct"": 16.0}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,N30 Natural Beige,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\N30 Natural Beige.jpg,Neutral,Light to medium,neutral,light to medium,201000,TRUE,,"(np.int64(232), np.int64(176), np.int64(145))",#E8B091,76.22485396,16.38030283,23.80187054,image,4,Light Medium,#eadaba,25.5,20.46,17.5,10,44.7,"[{""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 25.5}, {""mst"": 5, ""label"": ""Medium"", ""score_pct"": 23.8}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 22.0}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,W30 Creme Beige,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\W30 Creme Beige.jpg,Warm,Light to medium,warm,light to medium,201000,TRUE,,"(np.int64(224), np.int64(173), np.int64(132))",#E0AD84,74.44699193,13.36618197,28.23587742,image,5,Medium,#d7bd96,24.8,11.65,45.2,13,5.3,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 24.8}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 24.4}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 20.8}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,W32 Warm Beige,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\W32 Warm Beige.jpg,Warm,Light to medium,warm,light to medium,201000,TRUE,,"(np.int64(232), np.int64(186), np.int64(136))",#E8BA88,78.49332158,10.07091776,31.62030568,image,5,Medium,#d7bd96,26.4,10.76,48.7,13,5.3,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 26.4}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 26.1}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 21.7}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,W33 Honey Beige,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\W33 Honey Beige.jpg,Warm,Light to medium,warm,light to medium,201000,TRUE,,"(np.int64(232), np.int64(180), np.int64(137))",#E8B489,77.04560317,13.35541783,29.17614757,image,5,Medium,#d7bd96,25.4,11.61,46.6,13,5.3,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 25.4}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 25.4}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 21.5}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,C31 Pink Beige,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\C31 Pink Beige.jpg,Cool,Light to medium,cool,light to medium,201000,TRUE,,"(np.int64(228), np.int64(169), np.int64(134))",#E4A986,73.92953291,17.30737717,26.54590811,image,4,Light Medium,#eadaba,24.4,23.39,14.8,10.4,44.7,"[{""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 24.4}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 21.7}, {""mst"": 5, ""label"": ""Medium"", ""score_pct"": 20.7}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,C41 Cool Sand,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\C41 Cool Sand.jpg,Cool,Medium,cool,medium,201000,TRUE,,"(np.int64(209), np.int64(146), np.int64(112))",#D19270,65.9705785,19.80379368,27.53451288,image,5,Medium,#d7bd96,27.5,20.7,22.1,9.4,44.7,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 27.5}, {""mst"": 6, ""label"": ""Medium Tan"", ""score_pct"": 22.5}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 20.9}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,N40 Sand,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\N40 Sand.jpg,Neutral,Medium,neutral,medium,201000,TRUE,,"(np.int64(218), np.int64(160), np.int64(128))",#DAA080,70.60012373,17.52073162,25.13986376,image,5,Medium,#d7bd96,34.5,15.96,37.5,10,44.7,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 34.5}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 23.0}, {""mst"": 6, ""label"": ""Medium Tan"", ""score_pct"": 15.9}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,W41 Coral Sand,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\W41 Coral Sand.jpg,Warm,Medium,warm,medium,201000,TRUE,,"(np.int64(216), np.int64(165), np.int64(125))",#D8A57D,71.54994798,13.69954787,27.99279101,image,5,Medium,#d7bd96,36.3,12.98,40.2,13,44.7,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 36.3}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 23.3}, {""mst"": 6, ""label"": ""Medium Tan"", ""score_pct"": 16.9}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,W42 Warm Sand,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\W42 Warm Sand.jpg,Warm,Medium,warm,medium,201000,TRUE,,"(np.int64(213), np.int64(161), np.int64(110))",#D5A16E,70.01059383,13.10609192,33.94339878,image,5,Medium,#d7bd96,33.7,16.48,34.4,13,44.7,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 33.7}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 22.4}, {""mst"": 6, ""label"": ""Medium Tan"", ""score_pct"": 20.9}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,N50 Tan,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\N50 Tan.jpg,Neutral,Medium to tan,neutral,medium to tan,201000,TRUE,,"(np.int64(189), np.int64(139), np.int64(113))",#BD8B71,62.06480334,15.64546117,21.37593615,image,6,Medium Tan,#a07850,39.3,11.95,48.2,10,44.7,"[{""mst"": 6, ""label"": ""Medium Tan"", ""score_pct"": 39.3}, {""mst"": 5, ""label"": ""Medium"", ""score_pct"": 25.5}, {""mst"": 7, ""label"": ""Tan"", ""score_pct"": 11.9}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,C51 Cool Tan,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\C51 Cool Tan.jpg,Cool,Medium to tan,cool,medium to tan,201000,TRUE,,"(np.int64(179), np.int64(129), np.int64(112))",#B38170,58.46727432,17.03754975,16.85646137,image,6,Medium Tan,#a07850,33.9,13.78,36.8,8.3,44.7,"[{""mst"": 6, ""label"": ""Medium Tan"", ""score_pct"": 33.9}, {""mst"": 5, ""label"": ""Medium"", ""score_pct"": 22.4}, {""mst"": 7, ""label"": ""Tan"", ""score_pct"": 17.4}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,W50 Creme Tan,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\W50 Creme Tan.jpg,Warm,Medium to tan,warm,medium to tan,201000,TRUE,,"(np.int64(185), np.int64(136), np.int64(103))",#B98867,60.69673873,14.54743353,25.04893519,image,6,Medium Tan,#a07850,45.9,8.74,62,12,44.7,"[{""mst"": 6, ""label"": ""Medium Tan"", ""score_pct"": 45.9}, {""mst"": 5, ""label"": ""Medium"", ""score_pct"": 23.8}, {""mst"": 7, ""label"": ""Tan"", ""score_pct"": 11.0}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,W60 Creme Cocoa,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\W60 Creme Cocoa.jpg,Warm,Dark,warm,dark,201000,TRUE,,"(np.int64(153), np.int64(107), np.int64(80))",#996B50,49.33598675,14.99581404,22.43986298,image,6,Medium Tan,#a07850,24.9,8.2,50.1,12,0,"[{""mst"": 6, ""label"": ""Medium Tan"", ""score_pct"": 24.9}, {""mst"": 7, ""label"": ""Tan"", ""score_pct"": 20.2}, {""mst"": 8, ""label"": ""Deep"", ""score_pct"": 16.5}]",full
Make Over,Make Over Powerstay 24H Weightless Liquid Foundation,C62 Rich Cocoa,201000,D:\Kuliah\Semester 8\Capstone\Images\Make Over\C62 Rich Cocoa.jpg,Cool,Dark,cool,dark,201000,TRUE,,"(np.int64(149), np.int64(105), np.int64(86))",#956956,48.46836565,15.11909479,17.70163256,image,7,Tan,#825c43,25.6,7.2,50.2,8.3,3.9,"[{""mst"": 7, ""label"": ""Tan"", ""score_pct"": 25.6}, {""mst"": 8, ""label"": ""Deep"", ""score_pct"": 20.5}, {""mst"": 9, ""label"": ""Very Deep"", ""score_pct"": 15.6}]",full
Maybelline,Fit Me Matte + Poreless,102,165900,/content/drive/MyDrive/Capstone/foundation data/Maybelline Fit Me Mate Poreless Foundation/102.png,Neutral,Fair,neutral,light,165900,TRUE,,"(255, 234, 227)",#FFEAE3,94.16,5.98,5.98,html_hex,2,Fair,#f3e7db,32.2,4.55,34.8,10,44.7,"[{""mst"": 2, ""label"": ""Fair"", ""score_pct"": 32.2}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 22.7}, {""mst"": 1, ""label"": ""Porcelain"", ""score_pct"": 22.5}]",full
Maybelline,Fit Me Matte + Poreless,105,165900,/content/drive/MyDrive/Capstone/foundation data/Maybelline Fit Me Mate Poreless Foundation/105.png,Cool,Fair,cool,ivory,165900,TRUE,,"(255, 225, 201)",#FFE1C9,91.38,6.67,15.53,html_hex,2,Fair,#f3e7db,18.6,9.48,25.1,12.5,10,"[{""mst"": 2, ""label"": ""Fair"", ""score_pct"": 18.6}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 18.3}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 16.1}]",full
Maybelline,Fit Me Matte + Poreless,110,165900,/content/drive/MyDrive/Capstone/foundation data/Maybelline Fit Me Mate Poreless Foundation/110.png,Warm,Light,warm,light,165900,TRUE,,"(255, 236, 217)",#FFECD9,94.42,3.4,11.54,html_hex,3,Light,#f7ead0,31.3,4.37,33,13,44.7,"[{""mst"": 3, ""label"": ""Light"", ""score_pct"": 31.3}, {""mst"": 2, ""label"": ""Fair"", ""score_pct"": 24.4}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 15.8}]",full
Maybelline,Fit Me Matte + Poreless,112,165900,/content/drive/MyDrive/Capstone/foundation data/Maybelline Fit Me Mate Poreless Foundation/112.png,Neutral,Light,neutral,"ivory, light",165900,TRUE,,"(255, 222, 201)",#FFDEC9,90.65,8.21,14.5,html_hex,3,Light,#f7ead0,18.8,8.37,26,10,10,"[{""mst"": 3, ""label"": ""Light"", ""score_pct"": 18.8}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 17.8}, {""mst"": 2, ""label"": ""Fair"", ""score_pct"": 16.7}]",full
Maybelline,Fit Me Matte + Poreless,115,165900,/content/drive/MyDrive/Capstone/foundation data/Maybelline Fit Me Mate Poreless Foundation/115.png,Cool,Fair,cool,"ivory, light",165900,TRUE,,"(243, 215, 199)",#F3D7C7,87.86,7.2,11.45,html_hex,2,Fair,#f3e7db,20.6,7.95,28.8,12.5,10,"[{""mst"": 2, ""label"": ""Fair"", ""score_pct"": 20.6}, {""mst"": 1, ""label"": ""Porcelain"", ""score_pct"": 17.5}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 15.7}]",full
Maybelline,Fit Me Matte + Poreless,118,165900,/content/drive/MyDrive/Capstone/foundation data/Maybelline Fit Me Mate Poreless Foundation/118.png,Warm,Medium,warm,light,165900,TRUE,,"(235, 197, 172)",#EBC5AC,82.15,9.81,17.58,html_hex,5,Medium,#d7bd96,24,9.44,38.9,13,44.7,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 24.0}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 20.9}, {""mst"": 2, ""label"": ""Fair"", ""score_pct"": 18.6}]",full
Maybelline,Fit Me Matte + Poreless,120,165900,/content/drive/MyDrive/Capstone/foundation data/Maybelline Fit Me Mate Poreless Foundation/120.png,Neutral,Medium,neutral,"ivory, light",165900,TRUE,,"(232, 196, 166)",#E8C4A6,81.51,8.4,19.83,html_hex,5,Medium,#d7bd96,26.1,6.95,39.2,10,10,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 26.1}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 18.8}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 12.1}]",full
Maybelline,Fit Me Matte + Poreless,122,165900,/content/drive/MyDrive/Capstone/foundation data/Maybelline Fit Me Mate Poreless Foundation/122.png,Cool,Medium,cool,"beige, light",165900,TRUE,,"(253, 194, 149)",#FDC295,82.72,15.5,30.79,html_hex,5,Medium,#d7bd96,26,15.05,39.3,12.5,10,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 26.0}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 16.4}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 12.2}]",full
Maybelline,Fit Me Matte + Poreless,124,165900,/content/drive/MyDrive/Capstone/foundation data/Maybelline Fit Me Mate Poreless Foundation/124.png,Neutral,Medium,neutral,fair,165900,TRUE,,"(235, 193, 166)",#EBC1A6,81.05,11.12,19.24,html_hex,5,Medium,#d7bd96,22.7,9.14,37.6,10,55,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 22.7}, {""mst"": 1, ""label"": ""Porcelain"", ""score_pct"": 20.2}, {""mst"": 2, ""label"": ""Fair"", ""score_pct"": 18.3}]",full
Maybelline,Fit Me Matte + Poreless,125,165900,/content/drive/MyDrive/Capstone/foundation data/Maybelline Fit Me Mate Poreless Foundation/125.png,Neutral,Medium,neutral,"beige, light",165900,TRUE,,"(233, 191, 154)",#E9BF9A,80.14,9.89,24.33,html_hex,5,Medium,#d7bd96,32,6.9,49.9,10,10,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 32.0}, {""mst"": 4, ""label"": ""Light Medium"", ""score_pct"": 16.2}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 10.5}]",full
Maybelline,Fit Me Matte + Poreless,128,165900,/content/drive/MyDrive/Capstone/foundation data/Maybelline Fit Me Mate Poreless Foundation/128.png,Warm,Medium,warm,light,165900,TRUE,,"(234, 192, 172)",#EAC0AC,80.83,12.07,15.73,html_hex,5,Medium,#d7bd96,22.9,11.73,36.9,13,44.7,"[{""mst"": 5, ""label"": ""Medium"", ""score_pct"": 22.9}, {""mst"": 3, ""label"": ""Light"", ""score_pct"": 20.8}, {""mst"": 2, ""label"": ""Fair"", ""score_pct"": 19.3}]",full
